User,Edited Articles,Total Edits,Total Minors
Rollo rueckwaerts,4,7,6
Grossenhayn,4,7,6
Hyperdieter,4,7,5
Keimzelle,4,7,5
Dr.peter,4,7,0
Ontologix,4,7,4
TotalCommander,4,7,5
Jurijewitsch,4,7,1
132.180.76.37,4,7,0
Rollis Igel,4,7,2
Che010,4,7,3
Zottmann,4,7,4
AN,4,7,4
Shaqspeare,4,7,3
188.174.177.56,4,7,0
Dadamax,4,7,1
HALsixsixsix,4,7,6
Schusterjunge 2,4,7,1
Shmuel haBalshan,4,7,3
Ckeen,4,7,2
Landwirt,4,7,5
Reinhard Ferdinand,3,7,1
217.227.157.119,3,7,0
WRomey,3,7,5
195.202.41.49,3,7,0
Noresoft,3,7,7
Goiken,3,7,0
TravenTorsvan,3,7,1
Daniel Mex,3,7,7
KV 28,3,7,4
195.93.60.82,3,7,0
80.143.205.92,3,7,0
Schwarzer Abt,3,7,3
Shchuna gimmel b7,3,7,0
Tscherpownik,3,7,0
E-Kartoffel,3,7,0
Dicke Berta,3,7,0
193.170.250.75,3,7,0
Hakilon,3,7,6
SiriusB,3,7,2
217.249.139.78,3,7,0
UlrichGensch,3,7,5
Dr. Hartwig Raeder,3,7,1
195.93.60.105,3,7,0
Nefud,3,7,0
Hsingh,3,7,5
84.162.82.121,3,7,0
Vhancer,3,7,3
Uhr,3,7,2
80.109.117.16,3,7,0
Hablu,3,7,1
Chrischerf,3,7,5
193.101.67.2,3,7,0
145.254.35.2,3,7,0
Coyote III,3,7,1
Starcalc,3,7,6
V-Mann Joe,3,7,0
Nyks,3,7,2
94.217.195.33,3,7,0
84.56.143.215,3,7,0
62.109.65.12,3,7,0
Bonpland,3,7,3
Helmutvan,3,7,3
Slllu,3,7,1
83.236.15.136,3,7,0
Dietrich Picklock,3,7,1
Chiananda,3,7,6
66.47.62.78,3,7,1
Penta,3,7,2
Djaix,3,7,3
Messerjokke79,3,7,3
Rumbero,3,7,1
212.123.27.66,3,7,0
Otfried Lieberknecht,3,7,3
Katzmann83,3,7,3
Limdictus,3,7,4
Balduin von Luxemburg,3,7,2
Erichsohn,3,7,7
84.191.219.82,3,7,0
84.151.99.224,3,7,0
Bernd Winterstille,3,7,0
Sciman,3,7,0
Guido Hollstein,3,7,7
130.83.244.129,3,7,0
84.152.140.68,3,7,0
Neokortex,3,7,7
Früchtebrot,3,7,2
*thing goes,3,7,2
Stephan Hense,3,7,0
DomiBe123,3,7,0
NonScolae,3,7,3
Sbeyer,3,7,3
Stauffen,3,7,6
Feldkurat Katz,3,7,7
Hiddenhauser,3,7,0
80.141.212.145,2,7,0
Matux,2,7,3
Curieux,2,7,4
217.227.144.217,2,7,0
Schnöpf,2,7,3
Jonny84,2,7,1
Friedenrath,2,7,0
84.176.21.252,2,7,0
Kruwi,2,7,4
Hartmann Linge,2,7,3
Deuxentre,2,7,1
Wikuli,2,7,2
Vollprofi,2,7,2
Naturistvernunft,2,7,1
78.34.41.23,2,7,0
Raid,2,7,2
Gunnar ostfald,2,7,0
Denkfabrikant,2,7,0
Maddiin,2,7,7
REPanetta,2,7,2
Wattsname,2,7,1
Wiki-vr.mp,2,7,7
Anony,2,7,4
217.85.131.169,2,7,0
Wortsportler,2,7,4
194.31.126.27,2,7,0
217.0.0.86,2,7,0
Cybercraft,2,7,4
217.83.89.120,2,7,0
217.226.23.5,2,7,0
Bullenwächter,2,7,5
Chilrreh,2,7,4
Turric,2,7,3
Fleritarus,2,7,0
84.163.223.80,2,7,0
62.158.60.62,2,7,0
Psi007,2,7,1
Turrano,2,7,0
78.53.13.57,2,7,0
SchubertHa,2,7,0
Michsteffen,2,7,2
Stefan040780,2,7,0
84.151.72.96,2,7,0
217.83.4.85,2,7,0
80.141.53.96,2,7,0
Draecker,2,7,0
Pendethan,2,7,0
Moe S.,2,7,2
PommDöner,2,7,0
178.11.165.111,2,7,0
19XAVO90,2,7,4
78.53.35.245,2,7,0
145.254.35.142,2,7,0
153.100.131.12,2,7,0
Lotta Continua,2,7,3
Chris232,2,7,1
145.254.34.34,2,7,0
62.214.14.177,2,7,0
80.150.3.156,2,7,0
217.224.225.191,2,7,0
Arbitro,2,7,2
217.186.154.251,2,7,0
Salomonschatzberg,2,7,7
Herbert81,2,7,0
82.83.149.137,2,7,0
Gavilán,2,7,0
80.145.124.234,2,7,0
84.128.128.221,2,7,0
84.153.74.185,2,7,0
80.137.201.93,2,7,0
Disposable.Heroes,2,7,5
Wolley,2,7,0
Dr.Mabuse99,2,7,6
195.14.197.215,2,7,0
79.215.61.57,2,7,0
193.174.122.17,2,7,0
Chachaturian,2,7,3
212.95.108.55,2,7,0
Ampfinger,2,7,7
Alexander.kurz,2,7,4
Xerxes2k,2,7,0
Themediaman,2,7,0
Hokanomono,2,7,5
Dawei,2,7,0
Uwe1959,2,7,1
Maha,2,7,3
84.155.144.217,2,7,0
Mel01,2,7,7
Pierre gronau,2,7,4
Floklk,2,7,4
80.237.206.62,2,7,0
84.128.129.196,2,7,0
217.248.24.17,1,7,0
88.134.101.134,1,7,0
84.153.165.214,1,7,0
91.18.104.231,1,7,0
217.86.7.79,1,7,0
141.41.237.194,1,7,0
84.128.130.86,1,7,0
195.14.207.79,1,7,0
77.190.80.154,1,7,0
84.160.95.61,1,7,0
Alexikanone,1,7,6
Hal42,1,7,0
217.235.223.147,1,7,0
Monkeyratz3,1,7,0
217.94.25.166,1,7,0
Rikuti,1,7,3
145.254.33.250,1,7,0
84.148.79.225,1,7,0
80.135.22.220,1,7,0
91.54.215.20,1,7,0
Antandrus,1,7,2
84.173.29.195,1,7,0
84.63.97.150,1,7,0
77.7.19.53,1,7,0
Vicente2782,1,7,1
Reaper2k,1,7,0
Kuhn73,1,7,3
Barbro Taler,1,7,1
Der Paulchen,1,7,2
Janusz Lech Polanski,1,7,0
82.83.214.157,1,7,0
H. Gröhe MdB - Büro Dt. Bundestag,1,7,0
84.149.141.35,1,7,0
Afeig,1,7,0
178.11.184.104,1,7,0
89.247.28.108,1,7,0
Theorie finden und löschen,1,7,0
Bundeskanzler-Willy-Brandt-Stiftung,1,7,0
62.216.215.217,1,7,0
66.194.217.220,1,7,0
138.246.7.180,1,7,0
87.123.64.168,1,7,0
87.182.105.182,1,7,0
88.64.20.73,1,7,0
2.240.242.20,1,7,0
87.176.237.53,1,7,0
Wiki Cherry,1,7,5
217.252.51.120,1,7,0
Soheir~dewiki,1,7,0
80.185.157.121,1,7,0
195.140.123.24,1,7,0
Asentreu,1,7,0
69.254.201.64,1,7,0
84.176.176.210,1,7,0
2.246.128.112,1,7,0
Nishkid64,1,7,0
Wahrheitsliebender,1,7,0
Omicronpersei8,1,7,0
Pyrometer,1,7,1
Chamberi21,1,7,0
imported>Pinochii,1,7,0
Urbanturbo,1,7,0
213.182.102.98,1,7,0
212.117.127.210,1,7,0
79.214.177.6,1,7,0
92.195.75.105,1,7,0
82.198.45.5,1,7,0
84.144.253.204,1,7,0
imported>M5891,1,7,0
87.178.9.101,1,7,0
Slopianka,1,7,0
217.248.92.43,1,7,0
78.52.197.250,1,7,0
85.177.179.36,1,7,0
81.173.186.213,1,7,0
Liberalprofi,1,7,0
Bernd Preiss,1,7,2
imported>RastaRule,1,7,0
84.165.253.142,1,7,0
80.139.74.183,1,7,0
86.132.117.250,1,7,0
Oneshook,1,7,0
Howard61313,1,7,0
84.176.84.241,1,7,0
82.212.16.41,1,7,0
82.83.20.164,1,7,0
83.109.190.159,1,7,0
84.112.216.191,1,7,0
Samum~dewiki,1,7,5
Ersterstock,1,7,0
80.128.25.8,1,7,0
Konrad Weiß,1,7,4
80.142.252.20,1,7,0
Troice,1,7,0
Cabo Lituma,1,7,3
84.119.233.204,1,7,0
62.226.25.243,1,7,0
80.130.183.6,1,7,0
80.130.30.46,1,7,0
Juliane7,1,7,0
Samsungdrucker,1,7,5
80.171.248.10,1,7,0
Jcgberlin,1,7,3
Demokrat21,1,7,0
Christrose,1,7,0
Denito~dewiki,1,7,0
84.144.229.38,1,7,0
Lucius argenteus,1,7,2
84.154.71.76,1,7,0
Arconitum,1,7,1
84.131.170.191,1,7,0
imported>Juan Noyles,1,7,2
88.75.85.113,1,7,0
Joseph Solis in Australia,1,7,0
Der Reiter,1,7,6
82.113.106.132,1,7,0
Autonomiared&black,1,7,0
Torfkopp,1,7,4
82.43.64.41,1,7,0
Kaiser206,1,7,7
84.186.28.10,1,7,0
62.180.160.155,1,7,0
87.178.9.201,1,7,0
92.225.108.145,1,7,0
Sue me in Florida,1,7,4
Opinoso~dewiki,1,7,0
217.229.57.66,1,7,0
Jmabel,1,7,0
Andy Schwarz,1,7,7
Tilt001,1,7,2
212.82.249.11,1,7,0
195.49.47.166,1,7,0
Springhead,1,7,0
80.141.250.78,1,7,0
217.110.45.194,1,7,0
91.17.245.96,1,7,0
141.57.94.201,1,7,0
82.82.207.197,1,7,0
Walter Riccius,1,7,7
195.4.48.97,1,7,0
Saule,1,7,0
77.190.188.227,1,7,0
79.221.133.10,1,7,0
80.130.73.112,1,7,0
ElLobito01,1,7,7
89.204.155.159,1,7,0
84.144.237.94,1,7,0
79.192.171.250,1,7,0
172.179.211.216,1,7,0
84.167.150.159,1,7,0
129.206.90.2,1,7,0
Bis18102010,1,7,0
Michael1985,1,7,0
217.227.197.155,1,7,0
80.139.45.234,1,7,0
80.136.220.91,1,7,0
Manetti,1,7,0
213.73.75.193,1,7,0
89.245.251.226,1,7,0
172.173.253.111,1,7,0
84.128.93.53,1,7,0
84.132.251.132,1,7,0
84.144.202.221,1,7,0
Wietek,1,7,3
217.246.25.8,1,7,0
212.62.92.6,1,7,0
79.214.105.60,1,7,0
Polluks,1,7,5
Schriftführer,1,7,3
62.134.88.216,1,7,0
80.137.35.20,1,7,0
Philosoph mit dem Hammer,1,7,1
Olympic god,1,7,0
2A01:598:B880:6FAD:1:2:CBDD:2E79,1,7,0
213.39.141.88,1,7,0
Mihai Andrei,6,6,4
62.156.35.209,6,6,0
Prolineserver,6,6,3
Stefanf74,6,6,6
Laubbaum,6,6,3
193.17.244.3,6,6,0
Kickof,6,6,6
Wahrheitsministerium,6,6,5
2003:E5:BBCC:DD29:E9F9:C076:AFD8:6B56,6,6,0
LeonardoRob0t,6,6,6
Alexander Sommer,6,6,6
Alkab,6,6,2
Corrigo,6,6,6
Behn88,6,6,6
Platte,6,6,6
Louis88,6,6,6
Fallen Sheep,6,6,6
Deutsche Gesellschaft e.V.,6,6,4
Kihosa,6,6,1
Blenco,6,6,0
Lipstar,6,6,1
Aktions,6,6,0
Wirthi,6,6,5
Kalli R,6,6,6
Johnny Yen,6,6,6
Roger Zenner,6,6,5
213.196.241.70,6,6,0
Sa-se,6,6,4
Druffeler,6,6,3
188.192.119.201,6,6,0
Sipalius,6,6,6
Susu the Puschel,6,6,6
Gentlesea,6,6,5
194.76.232.148,6,6,0
Atompilz,6,6,3
L&K-Bot,6,6,6
Hendrik J.,6,6,2
ChenzwBot,6,6,6
62.214.12.44,6,6,0
Christian Lindecke,6,6,5
145.253.32.3,6,6,0
BrankoJ,6,6,6
Kaktus,6,6,5
Tidoni,6,6,6
S8472,6,6,0
Nachtgestalt,6,6,5
GeorgDerReisende,6,6,6
Lyzzy,6,6,6
Slobot,6,6,6
Saethwr,6,6,3
Gancho,6,6,2
QualiStattQuanti,6,6,5
Ulanwp,6,6,0
Matt314,6,6,5
OsGr,6,6,1
Wdelaet~dewiki,5,6,5
Michael G. Schroeder,5,6,6
Der Marsianer,5,6,5
BjKa,5,6,1
Niwi2,5,6,2
Blootwoosch,5,6,4
Ememaef,5,6,0
Rainer E.,5,6,5
Toytoy~dewiki,5,6,4
Rainer Bielefeld,5,6,4
Dk0704,5,6,5
HHE99,5,6,3
Cestoda,5,6,5
79.194.12.200,5,6,0
Wegner8,5,6,3
Frommbold,5,6,6
Andre~dewiki,5,6,4
84.153.59.20,5,6,0
Otto Normalverbraucher,5,6,5
Horgner,5,6,6
DorisAntony,5,6,3
Earnest B,5,6,1
Sebastian Mehlmacher,5,6,4
PDCA,5,6,6
Voevoda,5,6,2
141.2.102.20,5,6,0
Felix Koenig~dewiki,5,6,4
194.231.189.149,5,6,0
Dachbewohner,5,6,6
Kiste11,5,6,1
Tegula,5,6,2
Egonist,5,6,2
Sarcelles,5,6,1
.Mag,5,6,5
Purbo T,5,6,6
137.248.1.31,5,6,0
Alan ffm,5,6,0
Hirt des Seyns,5,6,2
Xantener,5,6,2
Melly42,5,6,0
Rustikal,5,6,2
Pidou Bleu,5,6,0
1rhb,5,6,1
80.134.203.194,5,6,0
Cesar,5,6,6
Ninxit,5,6,6
M-B,5,6,2
Zeuke,5,6,2
Ulkomaalainen,5,6,4
Pietz,5,6,5
194.39.218.10,5,6,0
Sebastiano,5,6,2
Poupée de chaussette,5,6,5
SigmaB,5,6,6
Pischdi Hufnagel,5,6,0
Tobias b köhler,5,6,4
Ruprecht,5,6,6
Colognese,5,6,2
KGF,5,6,5
Dinah,5,6,2
Ranunculus,5,6,6
Zenon,5,6,2
Trg,5,6,6
Schwäbin,5,6,4
2A02:810D:923F:FABE:84A3:5ED0:E83D:83B1,5,6,0
Tippex3000,5,6,6
Claude J,5,6,0
Hedavid,5,6,5
Josemaria,5,6,1
77.87.228.69,5,6,0
Augiasstallputzer,5,6,6
Jaskan,5,6,1
Hotte07,5,6,3
Mons Maenalus,5,6,6
77.87.224.99,5,6,0
Hansemann33,5,6,0
Pedwiki,5,6,4
Bitsandbytes,5,6,5
Maikel,5,6,1
Superhappyboy,5,6,0
Mkill,5,6,2
Binningench1,5,6,6
Meister-Lampe,5,6,6
Autorenkollektiv,5,6,0
Wasseralm,5,6,6
ConBot,5,6,6
Einsamer Schütze,5,6,5
The real Marcoman,4,6,5
A. Wagner,4,6,0
Nd,4,6,5
Qualitiygirly,4,6,0
Ahandrich,4,6,5
80.219.210.120,4,6,0
Mlucan,4,6,2
Gpvosbot,4,6,6
ThisIsForEveryone,4,6,2
Htews,4,6,0
Tomukas,4,6,4
Roger Dorman,4,6,2
Badener,4,6,1
KlausAlfred,4,6,6
Dwi Secundus,4,6,4
Boesser,4,6,6
Redrobsche,4,6,4
TVDSPSX,4,6,0
Nixwoller,4,6,1
Parodos,4,6,2
79.168.51.74,4,6,0
Laeufer,4,6,2
Man of Misery,4,6,1
Alle Gorie,4,6,0
212.4.225.4,4,6,0
Ben g,4,6,1
FideKoeln,4,6,3
Tankwart,4,6,1
Dirkb,4,6,2
Robb der Physiker,4,6,5
Stadtbaumeister24,4,6,2
Juliana,4,6,2
Martinus65,4,6,5
Nin-TD,4,6,5
Kaiser-Karl-II,4,6,5
M.lange,4,6,0
Die Sengerin,4,6,3
132-180,4,6,6
195.93.60.147,4,6,0
CaratNaturelle,4,6,0
217.76.102.2,4,6,0
Nothingserious,4,6,4
Lexberlin,4,6,2
Seefahrt,4,6,0
Linum,4,6,1
Giebenrath,4,6,1
134.155.99.41,4,6,0
134.169.5.1,4,6,0
BrutFork,4,6,2
Wolfskindt,4,6,6
NeeRoo,4,6,1
WIKIdesigner,4,6,5
Fundriver,4,6,3
Salocin,4,6,5
Stemke,4,6,2
84.61.212.226,4,6,0
º the Bench º,4,6,5
Andreas75,4,6,2
Linveggie,4,6,4
Froggy,4,6,4
EddieGP,4,6,5
Osiris2000,4,6,2
Phj.meurer,4,6,0
Vigenzo,4,6,1
Hans Genten,4,6,1
SebK,4,6,1
Formativ,4,6,2
Micgot,4,6,0
WBernd,4,6,0
Hedwig in Washington,4,6,6
Felix1411,4,6,3
84.169.181.15,4,6,0
Kai Burghardt,4,6,5
Dis sts,4,6,6
Achsenzeit,4,6,2
Investor,4,6,2
Silberchen,4,6,3
Zeuschen,4,6,6
82.100.198.82,4,6,0
Jojo wiki,4,6,6
62.245.207.10,4,6,0
78.34.40.71,4,6,0
AmiraAmidala,4,6,3
Joerch,4,6,1
Concept1,4,6,6
MartinThoma,4,6,2
Teeke,4,6,2
Fairtext,4,6,3
AlphaCentauri,4,6,3
Stefffi,4,6,0
BlaueBlüte,4,6,3
Tobias Aland,4,6,5
Jeansverkäufer,4,6,0
Scaevola,4,6,4
Prissantenbär,4,6,2
Kronf,4,6,4
Anwiha,4,6,3
78.35.158.199,4,6,0
Swanage,4,6,0
62.134.61.22,4,6,0
Jack-Bauer-CTU,4,6,0
195.93.60.108,4,6,0
Jmsanta,4,6,6
Denniss,4,6,3
4342,4,6,4
Atalanta~dewiki,4,6,0
Mushushu,4,6,5
El Energico,4,6,1
Contrast-Christian,4,6,0
Vic Fontaine,4,6,3
Whisker,4,6,3
George Smith Patton,3,6,1
Cavaliere grande,3,6,6
Macmewes,3,6,4
Krtschil,3,6,4
Korkwand,3,6,1
Chrislb,3,6,1
Killingfreak,3,6,0
84.143.94.187,3,6,0
Mueller-hanau.de,3,6,0
Dts news,3,6,2
Maulwurf,3,6,1
Rogi.Official,3,6,1
80.221.249.215,3,6,0
193.175.253.253,3,6,0
Gazaiasai,3,6,0
Husky22,3,6,0
Ewiger Besserwisser,3,6,0
Thmsfrst,3,6,0
Origamiemensch,3,6,0
CaS2000,3,6,5
213.148.151.130,3,6,0
B.Kueper,3,6,1
Kurzsprung,3,6,5
Brühl,3,6,0
Stephele,3,6,0
Ungeruehrt,3,6,6
80.131.215.224,3,6,0
OCTopus,3,6,2
U.maa,3,6,0
145.254.32.6,3,6,0
Der Albtraum,3,6,1
Peteruetz,3,6,2
Ailura,3,6,0
91.221.58.5,3,6,0
Trugbild,3,6,5
Eins,3,6,6
Kommunistlenin,3,6,1
212.126.207.130,3,6,0
84.145.72.244,3,6,0
Ex2,3,6,0
Tanzpirator,3,6,0
Cocyhok,3,6,5
Tripudium,3,6,2
79.195.24.139,3,6,0
Shug,3,6,1
Jdsteakley,3,6,0
Aerocat,3,6,3
84.153.14.105,3,6,0
Bestmensch,3,6,0
Kuemmjen,3,6,1
Mandalöa164,3,6,5
Kolya,3,6,2
DuMonde,3,6,2
Citius Altius Fortius,3,6,0
Phlo,3,6,3
84.184.218.193,3,6,0
Mangostin,3,6,3
Pcgod,3,6,1
85.178.81.0,3,6,0
S. F. B. Morse,3,6,6
Vulkan,3,6,3
Dumi,3,6,2
Enlarge,3,6,3
Mario23,3,6,1
Asarion,3,6,2
Abu-Dun,3,6,6
Gordito1869,3,6,0
Grand Hotel Abgrund,3,6,4
Thuringius,3,6,2
Schaengel,3,6,1
194.95.179.184,3,6,0
Harmonica,3,6,6
141.20.240.12,3,6,0
Soziallotse,3,6,2
Karl-Hagemann,3,6,5
HDara,3,6,1
Sockenpuppe des Hasses,3,6,0
Milgesch,3,6,4
217.83.93.51,3,6,0
212.7.174.107,3,6,0
Danyalov,3,6,1
92.211.99.55,3,6,0
VonJuifen,3,6,4
195.93.60.74,3,6,0
Chotaire,3,6,3
Bertram,3,6,2
Safavi~dewiki,3,6,1
Roter Ruhrpottler,3,6,0
Tobby72,3,6,0
Hoiroix,3,6,6
Flacus,3,6,6
Roland Scheicher,3,6,5
Nonoh,3,6,6
80.139.99.206,3,6,0
AndySchneider71,3,6,0
Berliner Schildkröte,3,6,6
Kupferdach59,3,6,0
Querstange,2,6,0
Dr. Bernd Gross,2,6,3
Eddy Renard,2,6,5
Janschejbal,2,6,3
Isderion,2,6,5
MaxxL,2,6,0
Andruil,2,6,2
PaxTerra,2,6,4
80.137.245.222,2,6,0
Rnd0815,2,6,0
217.252.174.166,2,6,0
MBrie,2,6,0
53.122.197.194,2,6,0
Hans-Peter34,2,6,0
92.76.232.207,2,6,0
95.91.229.162,2,6,0
Freundlicher,2,6,0
62.225.117.54,2,6,0
Jurastudentin,2,6,3
Clumpytree,2,6,1
Trickymaster,2,6,3
Smartyo,2,6,5
Supermohi,2,6,1
213.23.19.12,2,6,0
JPB,2,6,5
131.220.96.92,2,6,0
Franz Wikinews,2,6,3
Sol,2,6,1
Zuviele Interessen,2,6,0
Errico.wiki,2,6,2
Captain Hynding,2,6,0
Temtet,2,6,3
212.82.236.181,2,6,0
Trihun,2,6,1
Xenos,2,6,4
Antiphon,2,6,0
5glogger,2,6,0
Alexander Elvers,2,6,4
83.109.159.8,2,6,0
Mielemau,2,6,2
Schreibkraft,2,6,1
80.140.90.113,2,6,0
134.95.52.226,2,6,0
Katzenzüchter,2,6,0
Negative Konnotation,2,6,5
145.254.35.171,2,6,0
AydinC,2,6,2
COD95,2,6,0
Exa,2,6,5
Aidepikiw-nick,2,6,5
Maxim0815,2,6,1
Erichnohe,2,6,1
81.169.147.22,2,6,0
RexNL~dewiki,2,6,1
84.141.49.212,2,6,0
CBC,2,6,2
EierlegendeWollmilchsau,2,6,5
84.156.111.224,2,6,0
Europrofiti,2,6,2
155.56.68.217,2,6,0
84.165.106.249,2,6,0
Graf Umarov,2,6,2
Der Hammer,2,6,1
Bib~dewiki,2,6,1
Sas2009,2,6,5
Mosellife,2,6,0
ChristophLanger,2,6,1
Fcbaum,2,6,2
217.247.161.131,2,6,0
Hypnothalamus,2,6,6
Unbunt,2,6,1
Fräulein,2,6,1
Schillersf,2,6,1
Francis McLloyd,2,6,2
Shairon,2,6,6
Bigles,2,6,1
Cosimamz,2,6,0
Smht%,2,6,1
Mah2703,2,6,0
G-Bacchus,2,6,3
Artikelwünscher,2,6,2
Uuu87,2,6,4
Bin im Garten,2,6,4
37.49.40.79,2,6,0
Uoeia,2,6,0
HelgeRieder,2,6,0
Betweeneastandwest,2,6,0
212.144.242.58,2,6,0
31.18.158.100,2,6,0
White gecko,2,6,3
81.14.207.164,2,6,0
Luca0802,2,6,0
Peter ihm sein Knie,2,6,0
Udh,2,6,5
Vergelter,2,6,6
134.100.185.65,2,6,0
85.183.20.70,2,6,0
Wiki I,2,6,2
217.228.236.219,2,6,0
Nörgel,2,6,0
Ontopofthehill,2,6,1
Tonk,2,6,5
88.75.57.251,2,6,0
Helmut Welger,2,6,3
Suede,2,6,5
Wiki-mod,2,6,0
87.148.231.59,2,6,0
Landroval,2,6,1
3eni,2,6,4
188.108.140.30,2,6,0
p5080E05D.dip0.t-ipconnect.de,2,6,3
Drekamu,2,6,6
84.73.153.248,2,6,0
77walter,2,6,2
83.109.180.62,2,6,0
GraceKelly,2,6,6
Birnenschnaps,2,6,0
Mooond,2,6,0
84.170.79.158,2,6,0
Tessmeier,2,6,1
Lib,2,6,4
Schmettau,2,6,5
160.45.13.76,2,6,0
ElAlegre,2,6,2
Accipiter,2,6,5
212.23.103.132,2,6,0
Ulixes~dewiki,2,6,5
Leineabstiegsschleuse,2,6,0
Heinz-Josef Lücking~dewiki,2,6,0
83.135.168.228,2,6,0
Kopfwerker,2,6,0
Gilbert04,2,6,2
FNORD,2,6,0
84.58.107.71,2,6,0
RillesPalle,2,6,0
137.226.39.10,2,6,0
2003:CA:63C6:1D68:31CD:1E9:8830:422E,2,6,0
77.180.58.217,2,6,0
Sabine Müller,1,6,0
173.245.84.253,1,6,0
83.135.123.171,1,6,0
88.64.144.24,1,6,0
84.156.56.172,1,6,0
Bernd Rieke,1,6,1
Salazu,1,6,0
178.26.81.211,1,6,0
139.184.30.17,1,6,0
MaJoKü,1,6,5
80.228.81.158,1,6,0
Juhuu!,1,6,0
84.144.184.72,1,6,0
64.2.113.55,1,6,0
217.92.126.150,1,6,0
80.135.113.170,1,6,0
91.96.99.2,1,6,0
78.51.78.207,1,6,0
178.2.113.238,1,6,0
132.187.3.26,1,6,0
2.243.10.174,1,6,0
84.153.149.217,1,6,0
62.8.239.221,1,6,0
132.176.224.218,1,6,0
145.254.33.2,1,6,0
Pookle,1,6,0
Simbabwe,1,6,1
Dummy-zwo,1,6,0
Gobel,1,6,0
Andi.Wez2001,1,6,0
Marcus Valerius Corvus,1,6,2
130.15.162.96,1,6,0
Igo,1,6,4
Mr. bobby,1,6,0
Mecker,1,6,3
84.141.71.226,1,6,0
217.184.102.107,1,6,0
84.181.198.224,1,6,0
Piratenreste,1,6,1
89.51.125.176,1,6,0
Lerche2,1,6,6
Pgoergen,1,6,4
88.65.46.200,1,6,0
Gilles Perrault,1,6,1
82.83.168.20,1,6,0
78.53.45.136,1,6,0
Gaga,1,6,0
185.10.148.125,1,6,0
Karloman98,1,6,0
94.219.219.136,1,6,0
193.170.209.45,1,6,0
Matilda,1,6,0
84.176.169.164,1,6,0
84.130.190.11,1,6,0
85.178.228.187,1,6,0
217.227.59.63,1,6,0
80.120.103.142,1,6,0
RyanMcKenzie,1,6,0
FMrz,1,6,2
141.10.86.236,1,6,0
188.174.112.35,1,6,0
Faschos dissen,1,6,0
88.71.72.193,1,6,0
Kdgruen,1,6,1
Lollystick69,1,6,1
DennisExtr,1,6,0
205.234.141.164,1,6,0
80.141.202.88,1,6,0
145.254.33.88,1,6,0
88.72.212.196,1,6,0
84.57.69.90,1,6,0
87.123.73.19,1,6,0
80.171.73.62,1,6,0
65.12.157.220,1,6,0
78.34.33.140,1,6,0
151.188.16.32,1,6,0
SiobhanHansa,1,6,0
Steinbock.sis,1,6,0
2.246.135.141,1,6,0
91.22.138.97,1,6,0
70.108.248.216,1,6,0
Theophilus Berger,1,6,2
49.145.27.138,1,6,0
93.104.12.179,1,6,0
Highstacks,1,6,3
84.176.136.36,1,6,0
Andif1,1,6,5
217.235.207.28,1,6,0
HartwigLein,1,6,0
Kolakowski~dewiki,1,6,1
79.240.206.155,1,6,0
Delirium~dewiki,1,6,1
84.130.126.60,1,6,0
Phsch,1,6,3
Sk@te,1,6,4
84.137.194.251,1,6,0
84.146.178.18,1,6,0
84.144.202.107,1,6,0
87.173.222.52,1,6,0
Nolo,1,6,0
79.198.127.168,1,6,0
imported>Sarah Goldberg,1,6,0
87.178.59.180,1,6,0
172.173.149.108,1,6,0
137.226.20.156,1,6,0
Ryulong,1,6,0
Rüeblibüebli,1,6,0
89.247.30.129,1,6,0
Lollystick,1,6,0
212.60.196.77,1,6,0
84.160.150.201,1,6,0
Janand,1,6,3
Ausgewogener Darsteller,1,6,0
151.28.186.79,1,6,0
91.62.34.213,1,6,0
92.106.2.58,1,6,0
69.246.97.6,1,6,0
213.39.136.226,1,6,0
80.141.187.5,1,6,0
213.3.55.252,1,6,0
Qlined,1,6,5
2.243.19.22,1,6,0
80.137.225.21,1,6,0
84.188.154.105,1,6,0
Offenberg@gmx.de,1,6,1
87.184.65.102,1,6,0
imported>CarlosRodriguez,1,6,0
62.202.57.141,1,6,0
"Can't sleep, clown will eat me",1,6,2
79.212.22.123,1,6,0
88.72.15.248,1,6,0
92.195.52.152,1,6,0
JanMan,1,6,2
imported>KnowledgeOfSelf,1,6,4
84.56.160.239,1,6,0
217.248.111.106,1,6,0
82.154.36.208,1,6,0
212.7.142.74,1,6,0
217.162.6.9,1,6,0
Silmarillion81,1,6,1
Tagliagola,1,6,0
Joe Abobo,1,6,0
88.72.238.142,1,6,0
RussBot,1,6,2
195.14.254.45,1,6,0
82.3.32.71,1,6,0
212.202.7.187,1,6,0
88.70.208.205,1,6,0
Stresemann,1,6,0
195.227.140.7,1,6,0
84.151.251.51,1,6,0
84.56.80.48,1,6,0
217.227.144.126,1,6,0
80.171.126.7,1,6,0
Sebbbbb,1,6,1
217.253.186.163,1,6,0
Freak78,1,6,1
Behaltbar,1,6,0
DirkvdM,1,6,2
217.235.80.206,1,6,0
217.88.227.125,1,6,0
80.121.74.43,1,6,0
Pausenclown,1,6,2
Tèdelè,1,6,2
217.234.88.148,1,6,0
Igniferox,1,6,0
89.49.192.37,1,6,0
Trekkie2003,1,6,0
Epicharmos,1,6,6
78.52.241.137,1,6,0
141.91.129.2,1,6,0
imported>Panehesy,1,6,0
EberhardMR,1,6,2
84.184.204.34,1,6,0
Asenger,1,6,1
217.83.9.243,1,6,0
93.219.119.99,1,6,0
Krosniczka,1,6,0
83.129.21.223,1,6,0
